Specie 	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	S_guild	MEBS_S	MEBS_CH4	MEBS_N	MEBS_O	MEBS_Fe	ROC_Fe	ROC_CH4	ROC_O	ROC_N	ROC_S	CAT_N	CAT_O	CAT_M	Cat_Fe
Ruminococcus albus 7 = DSM 20455	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	NS	1.372	7.835	8.911	2.743	0.856	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermococcus eurythermalis	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	5.937	7.833	9.337	0.375	0.005	ND	ND	ND	ND	Suli	ND	ND	ND	ND
alpha proteobacterium HIMB5	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	0	NS	0.715	7.825	17.448	2.455	4.287	ND	ND	ND	ND	NS	ND	ND	ND	ND
Desulfurella acetivorans A63	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfurellales	 Desulfurellaceae	 Desulfurella	SR	5.789	7.823	16.222	2.403	5.547	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Deferribacter desulfuricans SSM1	 Bacteria	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Deferribacter	0	Sur	5.091	7.802	15.153	1.049	6.056	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Desulfurispirillum indicum S5	 Bacteria	 Chrysiogenetes	 Chrysiogenales	 Chrysiogenaceae	 Desulfurispirillum	0	SRB/SR	4.681	7.779	17.524	6.592	5.921	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Leptospirillum ferriphilum ML-04	 Bacteria	 Nitrospirae	 Nitrospirales	 Nitrospiraceae	 Leptospirillum	0	Sur	4.659	7.731	16.227	4.584	5.029	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Treponema brennaborense DSM 12168	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Treponema	0	NS	2.623	7.73	9.565	4.128	0.867	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sulfurospirillum multivorans DSM 12446	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Sulfurospirillum	SR	6.612	7.726	20.007	7.087	7.724	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Dickeya dadantii 3937	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Dickeya	NS	2.598	7.719	22.951	7.059	1.586	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pelosinus sp. UFO1	 Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Pelosinus	NS	3.706	7.69	22.332	4.12	4.411	ND	ND	ND	ND	NS	ND	ND	ND	ND
Clostridium sp. SY8519	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	3.233	7.689	16.95	4.512	1.672	ND	ND	ND	ND	NS	ND	ND	ND	ND
Acetoanaerobium sticklandii	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Peptoclostridium	NS	2.145	7.672	13.367	0.787	0.765	ND	ND	ND	ND	NS	ND	ND	ND	ND
Synechococcus sp. PCC 7002	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	3.652	7.662	23.974	8.304	3.211	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Halobacterium hubeiense	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Halobacterium	NS	2.517	7.642	17.813	3.652	2.737	ND	ND	ND	ND	NS	ND	ND	ND	ND
Treponema azotonutricium ZAS-9	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Treponema	0	NS	1.167	7.632	11.322	4.902	1.234	ND	ND	ND	ND	NS	ND	ND	ND	ND
Brevundimonas subvibrioides ATCC 15264	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	NS	-1.881	7.599	19.935	6.786	4.82	ND	ND	ND	ND	NS	ND	ND	ND	ND
Cyanobium gracile PCC 6307	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Cyanobium	0	NS	3.111	7.591	23.111	7.902	4.042	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Thermococcus peptonophilus	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	8.117	7.555	8.784	0.348	0.232	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Megasphaera elsdenii 14-14	 Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Megasphaera	NS	1.611	7.54	12.729	4.444	1.015	ND	ND	ND	ND	NS	ND	ND	ND	ND
Synechococcus sp. PCC 7502	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	1.796	7.521	22.395	8.93	3.518	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Cyanothece sp. PCC 8801	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Cyanothece	0	NS	3.447	7.521	24.815	7.942	4.133	ND	ND	ND	ND	NS	ND	Our	ND	ND
Campylobacter ureolyticus RIGS 9880	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	Sur	6.047	7.512	12.617	2.041	7.2	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Gloeobacter kilaueensis JS1	 Bacteria	 Cyanobacteria	 Gloeobacteria	 Gloeobacterales	 Gloeobacter	0	NS	2.637	7.509	22.694	7.501	3.282	ND	ND	ND	ND	NS	ND	ND	ND	ND
Haloferax gibbonsii	 Archaea	 Euryarchaeota	 Halobacteria	 Haloferacales	 Haloferacaceae	 Haloferax	NS	-0.07	7.492	20.461	4.169	2.958	ND	ND	ND	ND	NS	ND	ND	ND	ND
Actinobacteria bacterium IMCC26256	 Bacteria	 Actinobacteria	0	0	0	0	NS	0.937	7.45	19.547	4.776	2.958	ND	ND	ND	ND	NS	ND	ND	ND	ND
Clostridium sp. BNL1100	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	2.099	7.447	12.977	4.385	0.904	ND	ND	ND	ND	NS	ND	ND	ND	ND
[Eubacterium rectale] ATCC 33656	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	0	NS	0.853	7.439	10.015	2.4	0.856	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermofilum sp. 1910b	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermofilaceae	 Thermofilum	Sur	6.624	7.439	9.467	0.322	0.622	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Castellaniella defragrans 65Phen	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Castellaniella	NS	0.093	7.425	24.652	4.478	4.09	ND	ND	ND	ND	NS	ND	ND	ND	ND
Rivularia sp. PCC 7116	 Bacteria	 Cyanobacteria	 Nostocales	 Rivulariaceae	 Rivularia	0	NS	3.377	7.389	28.429	7.041	3.858	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Synechococcus sp. RCC307	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	2.918	7.382	21.671	9.353	3.46	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Rubrobacter xylanophilus DSM 9941	 Bacteria	 Actinobacteria	 Rubrobacteria	 Rubrobacterales	 Rubrobacteraceae	 Rubrobacter	NS	3.683	7.367	23.737	4.925	2.341	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pyrococcus sp. ST04	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	7.609	7.349	9.759	2.44	0.15	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Rhodovulum sulfidophilum	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodovulum	PSB	4.775	7.323	27.079	8.259	5.651	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Thermofilum sp. 1807-2	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermofilaceae	 Thermofilum	Sur	7.131	7.293	9.15	0.504	0.871	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Syntrophus aciditrophicus SB	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Syntrophus	Sur	6.093	7.263	12.586	1.532	4.667	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Pseudomonas stutzeri A1501	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.928	7.261	27.252	8.365	9.062	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pyrococcus sp. NA2	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	7.527	7.259	9.661	1.072	0.089	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Halanaeroarchaeum sulfurireducens	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Halanaeroarchaeum	NS	2.457	7.241	12.789	1.83	1.309	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylothermus hellenicus DSM 12710	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Staphylothermus	SR	6.94	7.214	9.247	0.09	-0.089	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Synechococcus sp. WH 7803	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	2.623	7.2	19.628	9.358	3.647	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
[Clostridium] cellulosi	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	NS	4.155	7.172	10.104	4.195	1.13	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermocrinis albus DSM 14484	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Thermocrinis	0	SOM	8.087	7.17	19.916	8.273	4.798	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Shewanella halifaxensis HAW-EB4	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	3.559	7.144	21.203	3.703	9.922	ND	ND	ND	ND	NS	ND	ND	ND	ND
Clostridioides difficile 630	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Peptoclostridium	NS	1.48	7.141	15.08	1.185	1.651	ND	ND	ND	ND	NS	ND	ND	ND	ND
Chlorobium chlorochromatii CaD3	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	11.625	7.12	15.751	6.556	7.218	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Chloracidobacterium thermophilum B	 Bacteria	 Acidobacteria	 Blastocatellia	 Chloracidobacterium	0	0	NS	1.784	7.102	18.576	6.151	6.149	ND	ND	ND	ND	NS	ND	ND	ND	ND
Desulfotomaculum reducens MI-1	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	SRB	8.706	7.056	19.811	4.718	3.647	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Candidatus Accumulibacter	0	0	NS	3.884	7.034	25.229	7.281	10.171	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pectobacterium atrosepticum SCRI1043	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Pectobacterium	NS	2.967	7.014	23.405	6.01	4.177	ND	ND	ND	ND	NS	ND	ND	ND	ND
Gloeobacter violaceus PCC 7421	 Bacteria	 Cyanobacteria	 Gloeobacteria	 Gloeobacterales	 Gloeobacter	0	NS	2.282	7.009	23.141	7.749	3.311	ND	ND	ND	ND	NS	ND	Our	ND	ND
Pantoea sp. At-9b	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Pantoea	NS	0.848	6.991	28.447	7.59	6.209	ND	ND	ND	ND	NS	ND	ND	ND	ND
Chlorobaculum parvum NCIB 8327	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobaculum	GSB	8.288	6.987	16.257	7.174	6.472	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Kosakonia sacchari SP1	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Kosakonia	NS	3.088	6.977	22.681	6.014	2.126	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pyrobaculum islandicum DSM 4184	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Pyrobaculum	SR	8.15	6.966	12.84	1.914	0.297	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Sulfuricella denitrificans skB26	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Sulfuricellales	 Sulfuricellaceae	 Sulfuricella	Sur	10.699	6.964	20.009	4.997	7.864	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Halothermothrix orenii H 168	 Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halothermothrix	Sur	5.701	6.96	9.781	1.876	0.648	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Campylobacter gracilis	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	Sur	5.543	6.956	12.561	2.737	6.871	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Sphingomonas sanxanigenens DSM 19645 = NX02	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	NS	-0.981	6.938	28.546	7.066	6.708	ND	ND	ND	ND	NS	ND	ND	ND	ND
Tolumonas auensis DSM 9187	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Tolumonas	NS	2.072	6.905	19.871	7.214	2.432	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacteroides vulgatus ATCC 8482	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	NS	0.339	6.898	12.736	1.447	1.794	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacteroides dorei CL03T12C01	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	NS	0.394	6.898	11.727	1.447	1.794	ND	ND	ND	ND	NS	ND	ND	ND	ND
Hydrogenobaculum sp. Y04AAS1	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Hydrogenobaculum	0	Sur	9.319	6.897	13.69	3.324	4.449	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Azoarcus sp. BH72	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azoarcus	NS	2.281	6.887	28.85	7.883	8.74	ND	ND	ND	ND	NS	ND	ND	ND	ND
Kluyvera intermedia	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Kluyvera	NS	2.001	6.886	23.322	6.219	2.126	ND	ND	ND	ND	NS	ND	ND	ND	ND
Oscillibacter valericigenes Sjm18-20	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Oscillospiraceae	 Oscillibacter	NS	1.17	6.871	14.086	1.595	0.66	ND	ND	ND	ND	NS	ND	ND	ND	ND
Kosakonia oryzae	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Kosakonia	NS	2.683	6.867	23.425	5.782	2.57	ND	ND	ND	ND	NS	ND	ND	ND	ND
Palaeococcus pacificus DY20341	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Palaeococcus	Sur	8.543	6.858	10.486	0.348	0.532	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Lachnoclostridium sp. YL32	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	0	NS	1.299	6.844	17.942	4.785	1.502	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermovirga lienii DSM 17291	 Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Thermovirga	SRB/SR	4.225	6.839	8.359	0.259	1.405	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Acidobacterium capsulatum ATCC 51196	 Bacteria	 Acidobacteria	 Acidobacteriales	 Acidobacteriaceae	 Acidobacterium	0	NS	1.507	6.831	21.832	5.609	5.805	ND	ND	ND	ND	NS	ND	ND	ND	ND
Methylacidiphilum fumariolicum SolV	 Bacteria	 Verrucomicrobia	 unclassified Verrucomicrobia	 Methylacidiphilales	 Methylacidiphilaceae	 Methylacidiphilum	Sur	5.128	6.786	22.187	8.353	4.675	ND	Metli	ND	ND	Sur	ND	ND	Metli	ND
Gloeocapsa sp. PCC 7428	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Gloeocapsa	0	NS	1.128	6.784	27.773	8.332	3.871	ND	ND	ND	ND	NS	ND	Our	ND	ND
Pseudanabaena sp. PCC 7367	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Oscillatoriales	 Pseudanabaena	0	NS	2.041	6.783	23.117	8.031	5.478	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Roseiflexus castenholzii DSM 13941	 Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Roseiflexineae	 Roseiflexaceae	Sur	5.58	6.758	21.798	6.101	5.113	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Roseiflexus sp. RS-1	 Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Roseiflexineae	 Roseiflexaceae	Sur	5.58	6.758	21.486	6.101	3.602	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Clostridium tetani E88	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	0.691	6.752	13.274	0.845	1.288	ND	ND	ND	ND	NS	ND	ND	ND	ND
Citrobacter amalonaticus Y19	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Citrobacter	NS	2.661	6.744	24.659	4.122	7.273	ND	ND	ND	ND	NS	ND	ND	ND	ND
Advenella mimigardefordensis DPN7	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	0	NS	-0.235	6.734	26.007	5.109	4.682	ND	ND	ND	ND	NS	ND	ND	ND	ND
Spirochaeta thermophila DSM 6192	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Spirochaeta	0	NS	0.943	6.699	11.688	5.809	1.727	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sulfuritalea hydrogenivorans sk43H	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Sulfuritalea	Sur	8.436	6.677	21.556	4.383	7.752	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Sulfurihydrogenibium azorense Az-Fu1	 Bacteria	 Aquificae	 Aquificales	 Hydrogenothermaceae	 Sulfurihydrogenibium	0	SOM	7.907	6.675	14.442	3.23	7.756	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Stanieria cyanosphaera PCC 7437	 Bacteria	 Cyanobacteria	 Pleurocapsales	 Stanieria	0	0	NS	2.276	6.663	24.334	8.325	3.84	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Prochlorococcus sp. MIT 0604	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	2.791	6.645	17.596	8.086	3.46	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Bacteroides cellulosilyticus	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	NS	2.208	6.615	12.912	1.481	4.362	ND	ND	ND	ND	NS	ND	ND	ND	ND
Citromicrobium sp. JL477	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Citromicrobium	NS	-2.36	6.589	21.481	7.104	6.192	ND	ND	ND	ND	NS	ND	ND	ND	ND
Spiribacter salinus M19-40	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Spiribacter	NS	1.991	6.564	18.111	4.039	4.107	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sphaerochaeta pleomorpha str. Grapes	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Sphaerochaeta	0	NS	1.321	6.548	12.274	2.883	1.971	ND	ND	ND	ND	NS	ND	ND	ND	ND
Coriobacteriaceae bacterium 68-1-3	 Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	0	Sur	6.535	6.545	10.635	1.16	2.677	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Dictyoglomus thermophilum H-6-12	 Bacteria	 Dictyoglomi	 Dictyoglomales	 Dictyoglomaceae	 Dictyoglomus	0	NS	3.924	6.513	8.982	1.823	1.033	ND	ND	ND	ND	NS	ND	ND	ND	ND
Campylobacter hominis ATCC BAA-381	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	NS	4.008	6.479	11.423	1.403	7.807	ND	ND	ND	ND	NS	ND	ND	ND	ND
Halomicrobium mukohataei DSM 12286	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Halomicrobium	NS	1.831	6.435	18.487	4.392	2.619	ND	ND	ND	ND	NS	ND	ND	ND	ND
Variovorax paradoxus EPS	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	NS	-1.061	6.433	28.563	5.945	4.178	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacteroides ovatus	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	NS	1.302	6.407	13.529	1.481	4.86	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thiomicrospira crunogena XCL-2	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Thiomicrospira	CLSB	2.984	6.405	19.606	4.714	4.994	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Ignicoccus hospitalis KIN4/I	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Ignicoccus	SR	8.288	6.402	10.174	1.348	3.078	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Thermococcus sibiricus MM 739	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	5.821	6.392	11.271	0.508	0.213	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Synechococcus sp. PCC 6312	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	1.282	6.388	18.527	7.734	5.642	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Caldanaerobacter subterraneus subsp. tengcongensis MB4	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Caldanaerobacter	NS	2.958	6.381	12.756	1.399	1.287	ND	ND	ND	ND	NS	ND	ND	ND	ND
Desulfovibrio alaskensis G20	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	SRB	11.5	6.365	12.588	4.712	5.31	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Ethanoligenens harbinense YUAN-3	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ethanoligenens	NS	0.689	6.348	11.701	3.811	1.639	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sulfuricurvum kujiense DSM 16994	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Sulfuricurvum	Sur	8.168	6.339	18.733	6.422	6.511	ND	ND	ND	ND	Sur	ND	ND	ND	ND
Pseudomonas protegens Pf-5	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-0.097	6.328	27.465	5.808	6.485	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermoanaerobacterium thermosaccharolyticum DSM 571	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Thermoanaerobacterium	NS	2.981	6.319	13.637	4.718	1.015	ND	ND	ND	ND	NS	ND	ND	ND	ND
Aquifex aeolicus VF5	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Aquifex	0	SO/SR	7.631	6.291	15.485	5.494	6.475	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Sulfurospirillum deleyianum DSM 6946	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Sulfurospirillum	SR	7.136	6.288	13.846	2.505	7.055	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Alistipes finegoldii DSM 17242	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	NS	1.219	6.286	11.105	0.089	0.438	ND	ND	ND	ND	NS	ND	ND	ND	ND
Arcobacter sp. L	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Arcobacter	NS	3.114	6.281	22.128	6.153	4.899	ND	ND	ND	ND	NS	ND	ND	ND	ND
Prochlorococcus marinus str. MIT 9515	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	2.006	6.245	14.49	7.32	3.011	ND	ND	Oxli	ND	NS	ND	Oxli	ND	ND
Pyrococcus horikoshii OT3	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	5.989	6.243	8.376	0.456	0.089	ND	ND	ND	ND	Suli	ND	ND	ND	ND
Zymomonas mobilis subsp. pomaceae ATCC 29192	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Zymomonas	NS	-1.019	6.238	13.386	5.995	4.078	ND	ND	ND	ND	NS	ND	ND	ND	ND
Thermobaculum terrenum ATCC BAA-798	 Bacteria	 Thermobaculum	0	0	0	0	NS	3.204	6.232	20.835	3.859	3.149	ND	ND	ND	ND	NS	ND	ND	ND	ND
Celeribacter indicus	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Celeribacter	NS	2.676	6.2	25.976	4.869	4.128	ND	ND	ND	ND	NS	ND	ND	ND	ND
Nautilia profundicola AmH	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Nautiliales	 Nautiliaceae	 Nautilia	SR	6.725	6.183	11.751	2.2	4.938	ND	ND	ND	ND	Suli	ND	ND	ND	ND
